date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:15:00	25234/25234	---M-Z	200	added ('OK')	text/html	etag:%22c9d4a49908be2dfe3b0c66bc95750f2f-ssl-df%22	https://members.onepeloton.com/schedule/strength	C:/My%20Web%20Sites/Peloton%20Live%20Classes/members.onepeloton.com/schedule/strength.html	(from )
12:15:00	80/80	---M-Z	200	added ('OK')	text/plain	etag:%2259c37572a5d1ae2ced129413ca4da6aa-ssl-df%22	https://members.onepeloton.com/robots.txt		(from )
12:15:01	4872/4872	---M--	200	added ('OK')	image/png	etag:%229dfceda43e9fcba8634b39e9e6455529-ssl%22	https://members.onepeloton.com/favicon.png	C:/My%20Web%20Sites/Peloton%20Live%20Classes/members.onepeloton.com/favicon.png	(from https://members.onepeloton.com/schedule/strength)
12:15:02	17683/17683	---M--	200	added ('OK')	image/png	etag:%22834db2e19c51f0227f0f8e8321eec6a8-ssl%22	https://members.onepeloton.com/app-icon.png	C:/My%20Web%20Sites/Peloton%20Live%20Classes/members.onepeloton.com/app-icon.png	(from https://members.onepeloton.com/schedule/strength)
12:15:03	222/222	---M-Z	200	added ('OK')	text/javascript	etag:W/%22a6-G8q6owJMQtqw2+FJAsGwQ0ZV1A8%22	https://cdn.polyfill.io/v2/polyfill.min.js?features=Intl.~locale.en	C:/My%20Web%20Sites/Peloton%20Live%20Classes/cdn.polyfill.io/v2/polyfill.min8a7a.js	(from https://members.onepeloton.com/schedule/strength)
12:15:03	6529/6529	---M-Z	200	added ('OK')	text/css	etag:%2256538911f6bc484027beb710958a803e-ssl-df%22	https://members.onepeloton.com/static/css/vendors~main.3708376c.css	C:/My%20Web%20Sites/Peloton%20Live%20Classes/members.onepeloton.com/static/css/vendors_main.3708376c.css	(from https://members.onepeloton.com/schedule/strength)
12:15:04	3224/3224	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c3bb3ecb06622b684b63021d3e176f4b%22	https://connect.facebook.net/en_US/sdk.js	C:/My%20Web%20Sites/Peloton%20Live%20Classes/connect.facebook.net/en_US/sdk.js	(from https://members.onepeloton.com/schedule/strength)
12:15:08	847611/847611	---M-Z	200	added ('OK')	application/javascript	etag:%22ac53cd6a7a420e17e5e5f2eeaa3092a8-ssl-df%22	https://members.onepeloton.com/static/js/main.3cf0d2fe.js	C:/My%20Web%20Sites/Peloton%20Live%20Classes/members.onepeloton.com/static/js/main.3cf0d2fe.js	(from https://members.onepeloton.com/schedule/strength)
12:15:18	1551673/1551673	---M-Z	200	added ('OK')	application/javascript	etag:%22323cd7a4de0f71569ee45df52c7a9172-ssl-df%22	https://members.onepeloton.com/static/js/vendors~main.7097d116.js	C:/My%20Web%20Sites/Peloton%20Live%20Classes/members.onepeloton.com/static/js/vendors_main.7097d116.js	(from https://members.onepeloton.com/schedule/strength)
